2023-05-04 14:48:03,028 - DEBUG - [info] number of GPUs: 3
2023-05-04 14:48:03,032 - DEBUG - [info] number of GPUs: 3
2023-05-04 14:48:03,036 - DEBUG - [info] number of GPUs: 3
2023-05-04 14:48:03,044 - DEBUG - [info] world_size: 3
2023-05-04 14:48:03,047 - DEBUG - [info] world_size: 3
2023-05-04 14:48:03,049 - DEBUG - train_files: 73
2023-05-04 14:48:03,049 - DEBUG - val_files: 18
2023-05-04 14:48:03,052 - DEBUG - [info] world_size: 3
2023-05-04 14:48:03,056 - DEBUG - train_files: 73
2023-05-04 14:48:03,056 - DEBUG - train_files: 73
2023-05-04 14:48:03,057 - DEBUG - val_files: 19
2023-05-04 14:48:03,057 - DEBUG - val_files: 18
2023-05-04 14:48:05,351 - DEBUG - num_epochs: 200
2023-05-04 14:48:05,351 - DEBUG - num_epochs_per_validation: 2
2023-05-04 14:48:06,115 - DEBUG - [info] training from scratch
2023-05-04 14:48:06,116 - DEBUG - [info] training from scratch
2023-05-04 14:48:06,116 - DEBUG - [info] amp enabled
2023-05-04 14:48:06,121 - DEBUG - [info] training from scratch
2023-05-04 14:48:06,146 - DEBUG - ----------
2023-05-04 14:48:06,146 - DEBUG - epoch 1/200
2023-05-04 14:48:06,146 - DEBUG - learning rate is set to 0.2
         0.7553, 0.7472]], device='cuda:1')
2023-05-04 18:53:47,464 - DEBUG - 12 / 19: tensor([[0.6460, 0.5280, 0.7266, 0.6649, 0.7491, 0.7911, 0.7597, 0.7627, 0.7000,
         0.8150, 0.7588]], device='cuda:0')
2023-05-04 18:53:53,208 - DEBUG - 15 / 18: tensor([[0.7706, 0.6554, 0.8195, 0.8407, 0.8504, 0.8338, 0.7239, 0.7917, 0.7955,
         0.8251, 0.8362]], device='cuda:2')
2023-05-04 18:54:10,970 - DEBUG - 16 / 18: tensor([[0.6302, 0.6398, 0.7881, 0.7710, 0.8192, 0.7949, 0.4971, 0.8095, 0.7466,
         0.7779, 0.6428]], device='cuda:1')
2023-05-04 18:54:20,743 - DEBUG - 13 / 19: tensor([[0.5121, 0.7561, 0.8279, 0.6387, 0.7580, 0.5589, 0.7769, 0.7355, 0.8188,
         0.7330, 0.7988]], device='cuda:0')
2023-05-04 18:54:27,134 - DEBUG - 16 / 18: tensor([[0.7784, 0.6326, 0.8314, 0.7549, 0.7453, 0.6170, 0.7252, 0.7403, 0.6832,
         0.6767, 0.7553]], device='cuda:2')
2023-05-04 18:54:56,489 - DEBUG - 14 / 19: tensor([[0.6328, 0.5540, 0.8041, 0.7293, 0.8140, 0.7660, 0.6188, 0.8258, 0.6997,
         0.7777, 0.7095]], device='cuda:0')
2023-05-04 18:55:01,097 - DEBUG - 17 / 18: tensor([[0.7351, 0.7718, 0.8251, 0.8202, 0.7952, 0.8070, 0.6416, 0.8157, 0.7361,
         0.8026, 0.7109]], device='cuda:2')
2023-05-04 18:55:02,141 - DEBUG - 17 / 18: tensor([[0.7031, 0.5896, 0.6800, 0.8076, 0.7032, 0.6655, 0.7086, 0.7386, 0.8017,
         0.6643, 0.6542]], device='cuda:1')
2023-05-04 18:55:36,322 - DEBUG - 18 / 18: tensor([[0.6561, 0.4864, 0.7926, 0.7434, 0.6621, 0.5884, 0.7686, 0.7289, 0.5310,
         0.5930, 0.7485]], device='cuda:1')
2023-05-04 18:55:40,660 - DEBUG - 15 / 19: tensor([[0.8384, 0.6595, 0.8133, 0.7668, 0.7765, 0.7648, 0.5526, 0.7712, 0.7907,
         0.7889, 0.7611]], device='cuda:0')
2023-05-04 18:56:01,365 - DEBUG - 18 / 18: tensor([[0.6604, 0.5567, 0.7868, 0.7939, 0.8050, 0.7984, 0.5199, 0.8029, 0.6779,
         0.8055, 0.7833]], device='cuda:2')
2023-05-04 18:56:21,676 - DEBUG - 16 / 19: tensor([[0.6635, 0.4395, 0.7824, 0.7876, 0.7735, 0.7414, 0.6949, 0.7315, 0.6542,
         0.6872, 0.7394]], device='cuda:0')
2023-05-04 18:56:55,002 - DEBUG - 17 / 19: tensor([[0.6827, 0.6633, 0.7655, 0.6090, 0.6501, 0.5636, 0.6930, 0.7122, 0.6294,
         0.7818, 0.6936]], device='cuda:0')
2023-05-04 18:57:39,101 - DEBUG - 18 / 19: tensor([[0.7244, 0.5757, 0.7349, 0.7978, 0.8148, 0.7928, 0.8048, 0.8170, 0.7864,
         0.7939, 0.8051]], device='cuda:0')
2023-05-04 18:58:12,348 - DEBUG - 19 / 19: tensor([[0.7839, 0.7600, 0.7964, 0.7874, 0.7118, 0.7704, 0.8402, 0.7183, 0.7972,
         0.6777, 0.7793]], device='cuda:0')
2023-05-04 18:58:12,355 - DEBUG - evaluation metric - class 1: 0.6897602428089489
2023-05-04 18:58:12,356 - DEBUG - evaluation metric - class 2: 0.6208616776899858
2023-05-04 18:58:12,356 - DEBUG - evaluation metric - class 3: 0.7808529940518466
2023-05-04 18:58:12,356 - DEBUG - evaluation metric - class 4: 0.7478783347389915
2023-05-04 18:58:12,356 - DEBUG - evaluation metric - class 5: 0.7656227805397727
2023-05-04 18:58:12,356 - DEBUG - evaluation metric - class 6: 0.7009357799183239
2023-05-04 18:58:12,356 - DEBUG - evaluation metric - class 7: 0.6983590559525923
2023-05-04 18:58:12,356 - DEBUG - evaluation metric - class 8: 0.7521879716352983
2023-05-04 18:58:12,356 - DEBUG - evaluation metric - class 9: 0.6795039090243253
2023-05-04 18:58:12,356 - DEBUG - evaluation metric - class 10: 0.6846651250665838
2023-05-04 18:58:12,356 - DEBUG - evaluation metric - class 11: 0.7241874694824219
2023-05-04 18:58:12,357 - DEBUG - avg_metric: 0.7131650309917356
2023-05-04 18:58:13,277 - DEBUG - saved new best metric model
2023-05-04 18:58:13,278 - DEBUG - current epoch: 26 current mean dice: 0.7132 best mean dice: 0.7132 at epoch 26
2023-05-04 18:58:13,279 - DEBUG - ----------
2023-05-04 18:58:13,279 - DEBUG - epoch 27/200
2023-05-04 18:58:13,279 - DEBUG - learning rate is set to 0.18668552474285435
2023-05-04 18:58:29,479 - DEBUG - [2023-05-04 18:58:29] 1/73, train_loss: 0.3462
2023-05-04 18:58:30,639 - DEBUG - [2023-05-04 18:58:30] 1/73, train_loss: 0.2157
2023-05-04 18:58:31,783 - DEBUG - [2023-05-04 18:58:31] 1/73, train_loss: 0.2086
2023-05-04 18:58:32,947 - DEBUG - [2023-05-04 18:58:32] 1/73, train_loss: 0.1949
2023-05-04 18:58:34,147 - DEBUG - [2023-05-04 18:58:34] 2/73, train_loss: 0.2865
2023-05-04 18:58:35,318 - DEBUG - [2023-05-04 18:58:35] 2/73, train_loss: 0.3133
2023-05-04 18:58:36,415 - DEBUG - [2023-05-04 18:58:36] 2/73, train_loss: 0.2995
2023-05-04 18:58:37,479 - DEBUG - [2023-05-04 18:58:37] 2/73, train_loss: 0.2407
2023-05-04 18:58:38,676 - DEBUG - [2023-05-04 18:58:38] 3/73, train_loss: 0.2571
2023-05-04 18:58:39,795 - DEBUG - [2023-05-04 18:58:39] 3/73, train_loss: 0.5097
2023-05-04 18:58:40,959 - DEBUG - [2023-05-04 18:58:40] 3/73, train_loss: 0.2961
2023-05-04 18:58:42,083 - DEBUG - [2023-05-04 18:58:42] 3/73, train_loss: 0.2857
2023-05-04 18:58:43,211 - DEBUG - [2023-05-04 18:58:43] 4/73, train_loss: 0.2514
2023-05-04 18:58:44,282 - DEBUG - [2023-05-04 18:58:44] 4/73, train_loss: 0.1848
2023-05-04 18:58:45,433 - DEBUG - [2023-05-04 18:58:45] 4/73, train_loss: 0.1783
2023-05-04 18:58:46,484 - DEBUG - [2023-05-04 18:58:46] 4/73, train_loss: 0.2493
2023-05-04 18:58:47,780 - DEBUG - [2023-05-04 18:58:47] 5/73, train_loss: 0.1823
2023-05-04 18:58:48,841 - DEBUG - [2023-05-04 18:58:48] 5/73, train_loss: 0.2006
2023-05-04 18:58:49,886 - DEBUG - [2023-05-04 18:58:49] 5/73, train_loss: 0.2000
2023-05-04 18:58:50,931 - DEBUG - [2023-05-04 18:58:50] 5/73, train_loss: 0.2155
2023-05-04 18:58:52,139 - DEBUG - [2023-05-04 18:58:52] 6/73, train_loss: 0.3184
2023-05-04 18:58:53,194 - DEBUG - [2023-05-04 18:58:53] 6/73, train_loss: 0.2490
2023-05-04 18:58:54,272 - DEBUG - [2023-05-04 18:58:54] 6/73, train_loss: 0.2644
2023-05-04 18:58:55,326 - DEBUG - [2023-05-04 18:58:55] 6/73, train_loss: 0.2286
2023-05-04 18:58:56,417 - DEBUG - [2023-05-04 18:58:56] 7/73, train_loss: 0.2143
2023-05-04 18:58:57,468 - DEBUG - [2023-05-04 18:58:57] 7/73, train_loss: 0.2297
2023-05-04 18:58:58,513 - DEBUG - [2023-05-04 18:58:58] 7/73, train_loss: 0.2337
2023-05-04 18:58:59,592 - DEBUG - [2023-05-04 18:58:59] 7/73, train_loss: 0.2184
2023-05-04 18:59:00,657 - DEBUG - [2023-05-04 18:59:00] 8/73, train_loss: 0.2012
2023-05-04 18:59:01,717 - DEBUG - [2023-05-04 18:59:01] 8/73, train_loss: 0.1327
2023-05-04 18:59:02,772 - DEBUG - [2023-05-04 18:59:02] 8/73, train_loss: 0.2214
2023-05-04 18:59:03,826 - DEBUG - [2023-05-04 18:59:03] 8/73, train_loss: 0.2032
2023-05-04 18:59:04,887 - DEBUG - [2023-05-04 18:59:04] 9/73, train_loss: 0.1902
2023-05-04 18:59:05,951 - DEBUG - [2023-05-04 18:59:05] 9/73, train_loss: 0.2750
2023-05-04 18:59:07,005 - DEBUG - [2023-05-04 18:59:07] 9/73, train_loss: 0.2628
2023-05-04 18:59:08,076 - DEBUG - [2023-05-04 18:59:08] 9/73, train_loss: 0.1943
2023-05-04 18:59:09,139 - DEBUG - [2023-05-04 18:59:09] 10/73, train_loss: 0.2463
2023-05-04 18:59:10,198 - DEBUG - [2023-05-04 18:59:10] 10/73, train_loss: 0.2405
2023-05-04 18:59:11,248 - DEBUG - [2023-05-04 18:59:11] 10/73, train_loss: 0.1884
2023-05-04 18:59:12,307 - DEBUG - [2023-05-04 18:59:12] 10/73, train_loss: 0.2386
2023-05-04 18:59:13,375 - DEBUG - [2023-05-04 18:59:13] 11/73, train_loss: 0.2322
2023-05-04 18:59:14,428 - DEBUG - [2023-05-04 18:59:14] 11/73, train_loss: 0.2244
2023-05-04 18:59:15,682 - DEBUG - [2023-05-04 18:59:15] 11/73, train_loss: 0.2926
2023-05-04 18:59:16,732 - DEBUG - [2023-05-04 18:59:16] 11/73, train_loss: 0.2043
2023-05-04 18:59:17,792 - DEBUG - [2023-05-04 18:59:17] 12/73, train_loss: 0.2741
2023-05-04 18:59:18,847 - DEBUG - [2023-05-04 18:59:18] 12/73, train_loss: 0.2720
2023-05-04 18:59:19,924 - DEBUG - [2023-05-04 18:59:19] 12/73, train_loss: 0.1804
2023-05-04 18:59:20,976 - DEBUG - [2023-05-04 18:59:20] 12/73, train_loss: 0.2098
2023-05-04 18:59:22,054 - DEBUG - [2023-05-04 18:59:22] 13/73, train_loss: 0.2105
2023-05-04 18:59:23,107 - DEBUG - [2023-05-04 18:59:23] 13/73, train_loss: 0.2709
2023-05-04 18:59:24,171 - DEBUG - [2023-05-04 18:59:24] 13/73, train_loss: 0.1885
2023-05-04 18:59:25,223 - DEBUG - [2023-05-04 18:59:25] 13/73, train_loss: 0.2494
2023-05-04 18:59:26,295 - DEBUG - [2023-05-04 18:59:26] 14/73, train_loss: 0.2717
2023-05-04 18:59:27,350 - DEBUG - [2023-05-04 18:59:27] 14/73, train_loss: 0.2203
2023-05-04 18:59:28,400 - DEBUG - [2023-05-04 18:59:28] 14/73, train_loss: 0.1693
2023-05-04 18:59:29,477 - DEBUG - [2023-05-04 18:59:29] 14/73, train_loss: 0.2536
2023-05-04 18:59:30,568 - DEBUG - [2023-05-04 18:59:30] 15/73, train_loss: 0.2569
2023-05-04 18:59:31,618 - DEBUG - [2023-05-04 18:59:31] 15/73, train_loss: 0.2385
2023-05-04 18:59:32,667 - DEBUG - [2023-05-04 18:59:32] 15/73, train_loss: 0.2845
2023-05-04 18:59:33,722 - DEBUG - [2023-05-04 18:59:33] 15/73, train_loss: 0.3119
2023-05-04 18:59:34,792 - DEBUG - [2023-05-04 18:59:34] 16/73, train_loss: 0.1979
2023-05-04 18:59:35,844 - DEBUG - [2023-05-04 18:59:35] 16/73, train_loss: 0.1955
2023-05-04 18:59:36,900 - DEBUG - [2023-05-04 18:59:36] 16/73, train_loss: 0.1835
2023-05-04 18:59:37,945 - DEBUG - [2023-05-04 18:59:37] 16/73, train_loss: 0.1946
2023-05-04 18:59:39,012 - DEBUG - [2023-05-04 18:59:39] 17/73, train_loss: 0.1907
2023-05-04 18:59:40,080 - DEBUG - [2023-05-04 18:59:40] 17/73, train_loss: 0.2241
2023-05-04 18:59:41,133 - DEBUG - [2023-05-04 18:59:41] 17/73, train_loss: 0.2328
2023-05-04 18:59:42,188 - DEBUG - [2023-05-04 18:59:42] 17/73, train_loss: 0.1677
2023-05-04 18:59:43,257 - DEBUG - [2023-05-04 18:59:43] 18/73, train_loss: 0.1873
2023-05-04 18:59:44,305 - DEBUG - [2023-05-04 18:59:44] 18/73, train_loss: 0.2817
2023-05-04 18:59:45,356 - DEBUG - [2023-05-04 18:59:45] 18/73, train_loss: 0.2298
2023-05-04 18:59:46,412 - DEBUG - [2023-05-04 18:59:46] 18/73, train_loss: 0.2215
2023-05-04 18:59:47,480 - DEBUG - [2023-05-04 18:59:47] 19/73, train_loss: 0.1584
2023-05-04 18:59:48,531 - DEBUG - [2023-05-04 18:59:48] 19/73, train_loss: 0.1710
2023-05-04 18:59:49,584 - DEBUG - [2023-05-04 18:59:49] 19/73, train_loss: 0.1873
2023-05-04 18:59:50,641 - DEBUG - [2023-05-04 18:59:50] 19/73, train_loss: 0.2303
2023-05-04 18:59:51,725 - DEBUG - [2023-05-04 18:59:51] 20/73, train_loss: 0.2099
2023-05-04 18:59:52,777 - DEBUG - [2023-05-04 18:59:52] 20/73, train_loss: 0.2359
2023-05-04 18:59:53,832 - DEBUG - [2023-05-04 18:59:53] 20/73, train_loss: 0.2253
2023-05-04 18:59:54,888 - DEBUG - [2023-05-04 18:59:54] 20/73, train_loss: 0.2323
2023-05-04 18:59:55,960 - DEBUG - [2023-05-04 18:59:55] 21/73, train_loss: 0.2649
2023-05-04 18:59:57,005 - DEBUG - [2023-05-04 18:59:57] 21/73, train_loss: 0.2407
2023-05-04 18:59:58,068 - DEBUG - [2023-05-04 18:59:58] 21/73, train_loss: 0.1649
2023-05-04 18:59:59,120 - DEBUG - [2023-05-04 18:59:59] 21/73, train_loss: 0.2252
2023-05-04 19:00:00,193 - DEBUG - [2023-05-04 19:00:00] 22/73, train_loss: 0.2161
2023-05-04 19:00:01,243 - DEBUG - [2023-05-04 19:00:01] 22/73, train_loss: 0.2360
2023-05-04 19:00:02,287 - DEBUG - [2023-05-04 19:00:02] 22/73, train_loss: 0.1888
2023-05-04 19:00:03,356 - DEBUG - [2023-05-04 19:00:03] 22/73, train_loss: 0.2187
2023-05-04 19:00:04,425 - DEBUG - [2023-05-04 19:00:04] 23/73, train_loss: 0.1847
2023-05-04 19:00:05,478 - DEBUG - [2023-05-04 19:00:05] 23/73, train_loss: 0.2661
2023-05-04 19:00:06,529 - DEBUG - [2023-05-04 19:00:06] 23/73, train_loss: 0.2302
2023-05-04 19:00:07,771 - DEBUG - [2023-05-04 19:00:07] 23/73, train_loss: 0.2625
2023-05-04 19:00:08,848 - DEBUG - [2023-05-04 19:00:08] 24/73, train_loss: 0.3158
2023-05-04 19:00:09,901 - DEBUG - [2023-05-04 19:00:09] 24/73, train_loss: 0.2132
2023-05-04 19:00:10,953 - DEBUG - [2023-05-04 19:00:10] 24/73, train_loss: 0.2719
2023-05-04 19:00:12,005 - DEBUG - [2023-05-04 19:00:12] 24/73, train_loss: 0.1823
2023-05-04 19:00:13,074 - DEBUG - [2023-05-04 19:00:13] 25/73, train_loss: 0.1373
2023-05-04 19:00:14,128 - DEBUG - [2023-05-04 19:00:14] 25/73, train_loss: 0.1389
2023-05-04 19:00:15,180 - DEBUG - [2023-05-04 19:00:15] 25/73, train_loss: 0.1430
2023-05-04 19:00:16,230 - DEBUG - [2023-05-04 19:00:16] 25/73, train_loss: 0.1493
2023-05-04 19:00:17,301 - DEBUG - [2023-05-04 19:00:17] 26/73, train_loss: 0.2053
2023-05-04 19:00:18,351 - DEBUG - [2023-05-04 19:00:18] 26/73, train_loss: 0.2064
2023-05-04 19:00:19,413 - DEBUG - [2023-05-04 19:00:19] 26/73, train_loss: 0.2216
2023-05-04 19:00:20,466 - DEBUG - [2023-05-04 19:00:20] 26/73, train_loss: 0.1617
2023-05-04 19:00:21,535 - DEBUG - [2023-05-04 19:00:21] 27/73, train_loss: 0.2070
2023-05-04 19:00:22,596 - DEBUG - [2023-05-04 19:00:22] 27/73, train_loss: 0.2310
2023-05-04 19:00:23,639 - DEBUG - [2023-05-04 19:00:23] 27/73, train_loss: 0.2725
2023-05-04 19:00:24,703 - DEBUG - [2023-05-04 19:00:24] 27/73, train_loss: 0.2258
2023-05-04 19:00:25,770 - DEBUG - [2023-05-04 19:00:25] 28/73, train_loss: 0.1589
2023-05-04 19:00:26,822 - DEBUG - [2023-05-04 19:00:26] 28/73, train_loss: 0.1970
2023-05-04 19:00:27,879 - DEBUG - [2023-05-04 19:00:27] 28/73, train_loss: 0.1735
2023-05-04 19:00:28,930 - DEBUG - [2023-05-04 19:00:28] 28/73, train_loss: 0.1959
2023-05-04 19:00:29,998 - DEBUG - [2023-05-04 19:00:29] 29/73, train_loss: 0.3676
2023-05-04 19:00:31,053 - DEBUG - [2023-05-04 19:00:31] 29/73, train_loss: 0.3697
2023-05-04 19:00:32,119 - DEBUG - [2023-05-04 19:00:32] 29/73, train_loss: 0.1803
2023-05-04 19:00:33,171 - DEBUG - [2023-05-04 19:00:33] 29/73, train_loss: 0.2912
2023-05-04 19:00:34,234 - DEBUG - [2023-05-04 19:00:34] 30/73, train_loss: 0.2455
2023-05-04 19:00:35,284 - DEBUG - [2023-05-04 19:00:35] 30/73, train_loss: 0.1969
2023-05-04 19:00:36,349 - DEBUG - [2023-05-04 19:00:36] 30/73, train_loss: 0.3564
2023-05-04 19:00:37,407 - DEBUG - [2023-05-04 19:00:37] 30/73, train_loss: 0.2208
2023-05-04 19:00:38,476 - DEBUG - [2023-05-04 19:00:38] 31/73, train_loss: 0.2407
2023-05-04 19:00:39,530 - DEBUG - [2023-05-04 19:00:39] 31/73, train_loss: 0.1973
2023-05-04 19:00:40,594 - DEBUG - [2023-05-04 19:00:40] 31/73, train_loss: 0.1980
2023-05-04 19:00:41,648 - DEBUG - [2023-05-04 19:00:41] 31/73, train_loss: 0.1690
2023-05-04 19:00:42,902 - DEBUG - [2023-05-04 19:00:42] 32/73, train_loss: 0.2277
2023-05-04 19:00:43,951 - DEBUG - [2023-05-04 19:00:43] 32/73, train_loss: 0.1770
2023-05-04 19:00:45,004 - DEBUG - [2023-05-04 19:00:45] 32/73, train_loss: 0.1976
2023-05-04 19:00:46,056 - DEBUG - [2023-05-04 19:00:46] 32/73, train_loss: 0.2006
2023-05-04 19:00:47,128 - DEBUG - [2023-05-04 19:00:47] 33/73, train_loss: 0.2297
2023-05-04 19:00:48,180 - DEBUG - [2023-05-04 19:00:48] 33/73, train_loss: 0.1845
2023-05-04 19:00:49,236 - DEBUG - [2023-05-04 19:00:49] 33/73, train_loss: 0.1825
2023-05-04 19:00:50,312 - DEBUG - [2023-05-04 19:00:50] 33/73, train_loss: 0.1807
2023-05-04 19:00:51,379 - DEBUG - [2023-05-04 19:00:51] 34/73, train_loss: 0.2045
2023-05-04 19:00:52,435 - DEBUG - [2023-05-04 19:00:52] 34/73, train_loss: 0.2264
2023-05-04 19:00:53,485 - DEBUG - [2023-05-04 19:00:53] 34/73, train_loss: 0.1687
2023-05-04 19:00:54,540 - DEBUG - [2023-05-04 19:00:54] 34/73, train_loss: 0.2460
2023-05-04 19:00:55,607 - DEBUG - [2023-05-04 19:00:55] 35/73, train_loss: 0.2320
2023-05-04 19:00:56,661 - DEBUG - [2023-05-04 19:00:56] 35/73, train_loss: 0.2110
2023-05-04 19:00:57,716 - DEBUG - [2023-05-04 19:00:57] 35/73, train_loss: 0.2371
2023-05-04 19:00:58,766 - DEBUG - [2023-05-04 19:00:58] 35/73, train_loss: 0.2313
2023-05-04 19:00:59,834 - DEBUG - [2023-05-04 19:00:59] 36/73, train_loss: 0.2136
2023-05-04 19:01:00,885 - DEBUG - [2023-05-04 19:01:00] 36/73, train_loss: 0.2290
2023-05-04 19:01:01,937 - DEBUG - [2023-05-04 19:01:01] 36/73, train_loss: 0.2245
2023-05-04 19:01:02,986 - DEBUG - [2023-05-04 19:01:02] 36/73, train_loss: 0.2026
2023-05-04 19:01:04,065 - DEBUG - [2023-05-04 19:01:04] 37/73, train_loss: 0.1914
2023-05-04 19:01:05,128 - DEBUG - [2023-05-04 19:01:05] 37/73, train_loss: 0.2045
2023-05-04 19:01:06,180 - DEBUG - [2023-05-04 19:01:06] 37/73, train_loss: 0.2264
2023-05-04 19:01:07,233 - DEBUG - [2023-05-04 19:01:07] 37/73, train_loss: 0.3221
2023-05-04 19:01:08,304 - DEBUG - [2023-05-04 19:01:08] 38/73, train_loss: 0.2837
2023-05-04 19:01:09,357 - DEBUG - [2023-05-04 19:01:09] 38/73, train_loss: 0.2961
2023-05-04 19:01:10,408 - DEBUG - [2023-05-04 19:01:10] 38/73, train_loss: 0.3087
2023-05-04 19:01:11,454 - DEBUG - [2023-05-04 19:01:11] 38/73, train_loss: 0.2870
2023-05-04 19:01:12,542 - DEBUG - [2023-05-04 19:01:12] 39/73, train_loss: 0.2531
2023-05-04 19:01:13,594 - DEBUG - [2023-05-04 19:01:13] 39/73, train_loss: 0.2816
2023-05-04 19:01:14,645 - DEBUG - [2023-05-04 19:01:14] 39/73, train_loss: 0.3002
2023-05-04 19:01:15,693 - DEBUG - [2023-05-04 19:01:15] 39/73, train_loss: 0.2310
2023-05-04 19:01:16,761 - DEBUG - [2023-05-04 19:01:16] 40/73, train_loss: 0.2134
2023-05-04 19:01:17,813 - DEBUG - [2023-05-04 19:01:17] 40/73, train_loss: 0.2555
2023-05-04 19:01:18,864 - DEBUG - [2023-05-04 19:01:18] 40/73, train_loss: 0.1888
2023-05-04 19:01:19,914 - DEBUG - [2023-05-04 19:01:19] 40/73, train_loss: 0.2737
2023-05-04 19:01:20,982 - DEBUG - [2023-05-04 19:01:20] 41/73, train_loss: 0.2381
2023-05-04 19:01:22,036 - DEBUG - [2023-05-04 19:01:22] 41/73, train_loss: 0.1815
2023-05-04 19:01:23,096 - DEBUG - [2023-05-04 19:01:23] 41/73, train_loss: 0.1701
2023-05-04 19:01:24,147 - DEBUG - [2023-05-04 19:01:24] 41/73, train_loss: 0.2070
2023-05-04 19:01:25,254 - DEBUG - [2023-05-04 19:01:25] 42/73, train_loss: 0.1799
2023-05-04 19:01:26,315 - DEBUG - [2023-05-04 19:01:26] 42/73, train_loss: 0.2276
2023-05-04 19:01:27,375 - DEBUG - [2023-05-04 19:01:27] 42/73, train_loss: 0.1607
2023-05-04 19:01:28,433 - DEBUG - [2023-05-04 19:01:28] 42/73, train_loss: 0.2857
2023-05-04 19:01:29,510 - DEBUG - [2023-05-04 19:01:29] 43/73, train_loss: 0.2406
2023-05-04 19:01:30,568 - DEBUG - [2023-05-04 19:01:30] 43/73, train_loss: 0.2970
2023-05-04 19:01:31,622 - DEBUG - [2023-05-04 19:01:31] 43/73, train_loss: 0.3162
2023-05-04 19:01:32,673 - DEBUG - [2023-05-04 19:01:32] 43/73, train_loss: 0.2397
2023-05-04 19:01:33,732 - DEBUG - [2023-05-04 19:01:33] 44/73, train_loss: 0.2302
2023-05-04 19:01:34,811 - DEBUG - [2023-05-04 19:01:34] 44/73, train_loss: 0.2459
2023-05-04 19:01:35,863 - DEBUG - [2023-05-04 19:01:35] 44/73, train_loss: 0.2611
2023-05-04 19:01:36,912 - DEBUG - [2023-05-04 19:01:36] 44/73, train_loss: 0.2285
2023-05-04 19:01:38,187 - DEBUG - [2023-05-04 19:01:38] 45/73, train_loss: 0.2566
2023-05-04 19:01:39,240 - DEBUG - [2023-05-04 19:01:39] 45/73, train_loss: 0.1929
2023-05-04 19:01:40,295 - DEBUG - [2023-05-04 19:01:40] 45/73, train_loss: 0.3414
2023-05-04 19:01:41,348 - DEBUG - [2023-05-04 19:01:41] 45/73, train_loss: 0.1706
2023-05-04 19:01:42,407 - DEBUG - [2023-05-04 19:01:42] 46/73, train_loss: 0.2462
2023-05-04 19:01:43,462 - DEBUG - [2023-05-04 19:01:43] 46/73, train_loss: 0.2153
2023-05-04 19:01:44,525 - DEBUG - [2023-05-04 19:01:44] 46/73, train_loss: 0.2154
2023-05-04 19:01:45,581 - DEBUG - [2023-05-04 19:01:45] 46/73, train_loss: 0.2061
2023-05-04 19:01:46,653 - DEBUG - [2023-05-04 19:01:46] 47/73, train_loss: 0.2481
2023-05-04 19:01:47,702 - DEBUG - [2023-05-04 19:01:47] 47/73, train_loss: 0.1626
2023-05-04 19:01:48,750 - DEBUG - [2023-05-04 19:01:48] 47/73, train_loss: 0.2441
2023-05-04 19:01:49,812 - DEBUG - [2023-05-04 19:01:49] 47/73, train_loss: 0.1801
2023-05-04 19:01:50,881 - DEBUG - [2023-05-04 19:01:50] 48/73, train_loss: 0.2351
2023-05-04 19:01:51,936 - DEBUG - [2023-05-04 19:01:51] 48/73, train_loss: 0.2281
2023-05-04 19:01:52,990 - DEBUG - [2023-05-04 19:01:52] 48/73, train_loss: 0.2575
2023-05-04 19:01:54,049 - DEBUG - [2023-05-04 19:01:54] 48/73, train_loss: 0.2546
2023-05-04 19:01:55,116 - DEBUG - [2023-05-04 19:01:55] 49/73, train_loss: 0.2107
2023-05-04 19:01:56,176 - DEBUG - [2023-05-04 19:01:56] 49/73, train_loss: 0.1904
2023-05-04 19:01:57,227 - DEBUG - [2023-05-04 19:01:57] 49/73, train_loss: 0.1681
2023-05-04 19:01:58,276 - DEBUG - [2023-05-04 19:01:58] 49/73, train_loss: 0.2016
2023-05-04 19:01:59,345 - DEBUG - [2023-05-04 19:01:59] 50/73, train_loss: 0.1986
2023-05-04 19:02:00,399 - DEBUG - [2023-05-04 19:02:00] 50/73, train_loss: 0.2030
2023-05-04 19:02:01,450 - DEBUG - [2023-05-04 19:02:01] 50/73, train_loss: 0.2652
2023-05-04 19:02:02,507 - DEBUG - [2023-05-04 19:02:02] 50/73, train_loss: 0.2170
2023-05-04 19:02:03,578 - DEBUG - [2023-05-04 19:02:03] 51/73, train_loss: 0.1895
2023-05-04 19:02:04,631 - DEBUG - [2023-05-04 19:02:04] 51/73, train_loss: 0.2343
2023-05-04 19:02:05,685 - DEBUG - [2023-05-04 19:02:05] 51/73, train_loss: 0.2639
2023-05-04 19:02:06,739 - DEBUG - [2023-05-04 19:02:06] 51/73, train_loss: 0.2351
2023-05-04 19:02:07,810 - DEBUG - [2023-05-04 19:02:07] 52/73, train_loss: 0.1417
2023-05-04 19:02:08,863 - DEBUG - [2023-05-04 19:02:08] 52/73, train_loss: 0.1825
2023-05-04 19:02:09,917 - DEBUG - [2023-05-04 19:02:09] 52/73, train_loss: 0.1545
2023-05-04 19:02:10,968 - DEBUG - [2023-05-04 19:02:10] 52/73, train_loss: 0.1449
2023-05-04 19:02:12,036 - DEBUG - [2023-05-04 19:02:12] 53/73, train_loss: 0.2274
2023-05-04 19:02:13,109 - DEBUG - [2023-05-04 19:02:13] 53/73, train_loss: 0.3160
2023-05-04 19:02:14,163 - DEBUG - [2023-05-04 19:02:14] 53/73, train_loss: 0.2226
